Date,ITUB4,BBDC4,B3SA3,ITSA4,BBAS3,EQTL3,CMIG4,CPFE3,EGIE3,ENGI3,AZUL4,MRVE3,SBSP3,ECOR3,WEGE3,ABEV3,MGLU3,LREN3,CVCB3,BRFS3,LWSA3,POSI3,TOTS3,VIVT3,MLAS3,HAPV3,QUAL3,RDOR3,FLRY3,DASA3
2023-10-03,-0.012620893816043366,-0.012145823784729726,-0.04250027335729911,-0.010112740787962982,-0.01275246253602913,-0.008796749357765865,-0.022635439487706854,-0.013321402146348915,-0.009505147484814791,-0.00799474432682401,-0.05445178534286099,-0.05315954588268579,-0.006611640081375825,-0.04855638012377228,-0.027109346363294207,-0.003055843875868436,-0.08457713678500722,-0.024902538534095076,-0.024489772086439876,0.0038461857471989713,-0.03947367145003167,-0.021707594601406144,-0.03420376816709836,0.0004574935029466598,-0.007874008357040663,-0.0547045988390632,-0.046511622364038274,-0.027320209667799134,0.02171137120974098,0.00756931844532005
2023-10-04,0.02293239932283253,0.033788666839361436,0.032202125859237096,0.009080888676034737,0.0075350879889808375,-0.003803413102130948,0.00992562085830917,0.005700528540984351,0.007874000080012378,0.01007402295368598,0.031128374058812636,-0.0010592453021183168,0.012312859438870838,0.013793076836117413,-0.00028417778513656344,0.012260592251169378,0.027173907459459024,0.0319233452274974,0.0753137324007942,0.0009577919014238656,0.07191778401518523,0.04437861791038067,0.020563498621523513,0.01074515439480317,0.01587300085546861,0.011574074891696151,0.020905908828513287,0.013630747408350796,-0.009374942381689233,0.03505843842591183
2023-10-05,0.015803175715295215,0.004172489375937172,-0.010961320569560118,0.003374353406288888,0.00299136612236528,-0.0031817379447095506,-0.0008189778988985097,-0.0011933447190057844,-0.005615408378836451,0.003324421817247014,-0.016603793738023342,-0.036055158174414625,-0.0055884053795797195,0.004081723566067952,-0.005119696177956046,-0.02422401672824337,-0.04232810054528491,-0.015467885950607885,0.03501951553529015,0.003827783061963741,0.014377031537491591,-0.02266287986838622,-0.005970091891573159,0.011536156302889067,-0.0507812027062744,-0.048054888347207614,0.0,-0.011002390748825808,-0.009463731860544278,-0.032258034744817476
2023-10-06,0.009406733565654912,0.0020775376931265743,0.009377736308740614,0.00784759787131617,0.04069024239751262,-0.006383660983927952,-0.006557530026871872,-0.005376353274697765,-0.0017184522163696814,-0.013253909421815258,-0.018419015812476736,-0.009901006719154726,-0.005123963028406453,-0.010840185069173502,-0.005145589364596637,0.023273716090738583,-0.016574652959717162,-0.010997755700866585,-0.026315853158898173,0.01811252148871567,0.009448738227283648,-0.010144932587608735,-0.0048797447559150164,0.002683101319708614,-0.024691431913493544,-0.028846142677630304,-0.013651840641765833,-0.001236087781755324,-0.010191157330198375,-0.058333317438761356
2023-10-09,-0.008602139268613751,-0.00898397323987321,-0.005067675914403602,-0.011123312028951449,-0.005322399002424372,0.009637074514560862,0.0206271658744428,0.010210215026356328,0.010329613712161567,0.016789847191569285,-0.0297107205296554,0.031111081441243416,0.017610868095356613,0.027397207776258092,0.0014366788983390943,-0.0015162142406178747,0.04494400585897784,0.007148604412632098,0.03088809450802321,0.014981305377261389,-0.003120047312004326,0.008784788414302858,0.018483489011058563,0.01338094299792103,-0.008438810925003759,0.009901028117592858,0.006920437844525118,0.010726074528883522,0.0019305596543837122,0.013274302300743557
2023-10-10,-0.0010848615433892705,0.011157596270791492,0.02292039662307377,0.013498047756425935,-0.0016462684771836322,0.02704404778927927,0.009700883665426874,0.013971499085334571,0.012171393510952422,0.056803146114065894,0.0741337701535747,0.021551704204748168,0.02008168969498625,0.041333380581745294,0.01291258334076928,0.006074314739894726,0.06989241057921802,0.02523658199269163,0.16479393491726602,0.0378228503664928,0.01877941312055964,0.03483315178894264,0.0185185672387691,0.014084704551454275,0.059574515142826856,0.04411759664351522,0.05841914599276388,0.026530452355330914,0.024405896852893072,0.06986901345513719
2023-10-11,0.012667553488890482,0.014482661741926028,-0.0016597863913251354,0.01553841856401239,0.00948255650999763,-0.010532696736692548,0.002401854403639714,0.0052770537072683865,-0.0012025339195328444,-0.03687490444130481,0.023255845565714806,-0.005274181379206322,-0.004961647994657592,0.007682430442837118,-0.003682837838762887,0.0030189434528447023,-0.040200955164037655,0.007692298918055673,-0.025723449004679044,-0.022222166070656524,-0.01689711213788503,-0.011220190697119548,-0.0007274181091376786,0.008246543205488122,-0.03212848329303353,-0.007042206015031582,-0.0454544642821787,-0.033399521005206045,0.0,-0.04081632653061229
2023-10-13,-0.010364620553189652,-0.014955910853478804,-0.03574410727214372,-0.022951005515848277,-0.0030632040342373212,-0.036631187876432825,-0.02955267892131308,-0.032079389310259554,-0.016855232058053504,-0.0298507328356884,-0.049853393552784175,-0.04135740516452546,-0.014315600788646687,-0.0571791195495186,-0.01791288706270211,-0.023325919300452025,-0.0471204954298553,-0.03129785734909507,-0.03630359608398659,-0.013636364041418214,-0.0453125209933386,-0.05390077443726671,-0.026200801245021665,-0.006026899439836586,-0.020746966371011144,-0.049645413522497406,-0.027210972887530382,-0.059646219058142824,-0.03134804011403347,-0.06723403930664062
2023-10-16,0.0014444751750464224,0.010352074272922396,0.012069137755153836,0.010067427740577894,0.020278618072437027,0.00357487366052478,0.0065844487187278755,0.000301359947102231,0.00783725397564683,-0.0013378882046971574,0.04552470299778255,0.027654867373335223,0.02496742314809608,-0.004043146821800514,0.0031846921911502513,0.002311326971133454,-0.016483583070077468,0.02127681759089972,0.0,-0.004608355298962641,0.006546642475361963,0.0299849550839415,0.0044842431004668,0.007795657102215969,-0.004237284282951559,-0.004975111788660946,0.013986144379700916,0.01924746958286816,0.00906157341865721,-0.03193434126382555
2023-10-17,-0.01478541535080824,-0.010246006849020328,-0.04003402245031573,-0.021041191924252134,-0.00903446659736662,-0.00841965484565843,-0.017988854888896455,-0.015361509774414639,-0.010449467023294634,-0.018754027062719003,-0.0029520266634666115,-0.006458602783969369,-0.024518375924878155,-0.024357291213979337,-0.010678316556872569,-0.016141309422763706,-0.05586585786743292,-0.011574104226787063,-0.04109593179530491,-0.01759262444341192,-0.026016330705454283,-0.03784559608046667,-0.005952323712684393,-0.017404640477831412,-0.055319098424671975,-0.017499987284342433,-0.020689721711001474,-0.003692775032084872,-0.012187362996310735,-0.04335533016322757
